"code","source_code","source_type","group","value","status","theme_7p_stp","swot_category","source_file","evidence_ref","notes","analysis_use","triangulation_need","claim_level"
"PS-GF-038","O-GF-20260404","observasi-grabfood","kompetitor-awal","Observasi awal juga mencatat RM Padang Paripurna dan RM Padang Dendeng Batokok sebagai pembanding awal.","included-derived-note","Competition, positioning","Threat","appendices/01-observasi-grabfood-nasi-gerilya-dan-kompetitor.tex","Narasi pembuka lampiran observasi","Data pembanding awal bersifat konteks latar belakang.","Mendukung Bab I dan pemilihan kompetitor observasi utama.","Triangulasi dengan observasi kompetitor Juni 2026.","context"
"PS-GF-039","O-GF-20260404","observasi-grabfood","indeks-bukti-visual","Terdapat enam crop bukti prasurvey: rating-ulasan, menu utama, pesanan tambahan, sambal kemasan, kuah-minuman, dan menu premium.","included-visual-evidence","Physical evidence","Evidence index","grabfood-observation/cropped/PA-GF-20260404-crop-index.csv","PA-GF-01; PA-HRG-01--PA-HRG-05","Crop index sudah memuat koordinat dan path crop.","Menjadi audit trail visual untuk lampiran dan rekap prasurvey.","Verifikasi visual diperlukan bila crop akan dipakai ulang di lampiran final.","strong"
"PS-KIN-001","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Desember 2024 tercatat 6,702 bungkus.","included-derived-table","Performance","Context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Angka disajikan ulang dari dokumentasi kinerja yang sudah masuk lampiran.","Mendukung baseline awal sebelum kenaikan penjualan 2025.","Perlu file transaksi asli jika diminta audit kuantitatif penuh.","moderate"
"PS-KIN-002","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Januari 2025 tercatat 8,740 bungkus, naik 30.4 persen dari Desember 2024.","included-derived-table","Performance","Strength","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Menunjukkan pertumbuhan awal.","Mendukung konteks momentum awal usaha.","Perlu verifikasi dari workbook/grafik sumber untuk audit angka.","moderate"
"PS-KIN-003","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Februari 2025 tercatat 8,911 bungkus, naik 2.0 persen dari Januari 2025.","included-derived-table","Performance","Strength","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Pertumbuhan melambat setelah Januari.","Mendukung pembacaan tren bulanan awal.","Perlu verifikasi dari workbook/grafik sumber untuk audit angka.","moderate"
"PS-KIN-004","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Maret 2025 tercatat 16,590 bungkus, naik 86.2 persen dari Februari 2025.","included-derived-table","Performance","Strength/opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Maret 2025 menjadi puncak dalam seri data penjualan bulanan.","Mendukung analisis pengaruh high season atau promosi, jika ada bukti pendukung.","Perlu triangulasi penyebab lonjakan dengan pemilik/data promosi.","moderate"
"PS-KIN-005","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan April 2025 tercatat 15,129 bungkus, turun 8.8 persen dari Maret 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Penurunan pasca puncak Maret.","Mendukung pembacaan stabilitas penjualan setelah lonjakan.","Perlu data penyebab penurunan untuk klaim kausal.","moderate"
"PS-KIN-006","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Mei 2025 tercatat 14,580 bungkus, turun 3.6 persen dari April 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Penurunan berlanjut setelah April.","Mendukung identifikasi tren melemah.","Perlu triangulasi dengan kondisi promosi/harga.","moderate"
"PS-KIN-007","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Juni 2025 tercatat 13,467 bungkus, turun 7.6 persen dari Mei 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Penurunan tiga bulan berturut setelah Maret.","Mendukung urgensi strategi peningkatan penjualan.","Perlu data pelanggan/kompetitor untuk menjelaskan sebab.","moderate"
"PS-KIN-008","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Juli 2025 tercatat 14,633 bungkus, naik 8.7 persen dari Juni 2025.","included-derived-table","Performance","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Terdapat rebound sementara pada Juli.","Mendukung pembacaan bahwa pemulihan dapat terjadi tetapi belum stabil.","Perlu data promosi/operasional periode Juli.","moderate"
"PS-KIN-009","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Agustus 2025 tercatat 14,259 bungkus, turun 2.6 persen dari Juli 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Penurunan kecil setelah rebound Juli.","Mendukung tren penjualan yang belum stabil.","Perlu data pembanding kompetitor.","moderate"
"PS-KIN-010","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan September 2025 tercatat 14,034 bungkus, turun 1.6 persen dari Agustus 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Masih menunjukkan pelemahan bertahap.","Mendukung latar masalah penurunan penjualan.","Perlu triangulasi dengan indeks kompetitor.","moderate"
"PS-KIN-011","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan Oktober 2025 tercatat 13,009 bungkus, turun 7.3 persen dari September 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Penurunan lebih tajam pada Oktober.","Mendukung argumen perlunya strategi perbaikan.","Perlu cek hubungan dengan kompetitor dan promo.","moderate"
"PS-KIN-012","D-KIN-20260427","dokumentasi-kinerja","penjualan-bulanan","Penjualan November 2025 tercatat 12,900 bungkus, turun 0.8 persen dari Oktober 2025.","included-derived-table","Performance","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel jumlah penjualan bulanan","Akhir seri data masih berada di bawah Juli-Oktober awal.","Mendukung konteks masalah performa penjualan.","Perlu data 2026 untuk klaim kondisi terbaru.","moderate"
"PS-KIN-013","D-KIN-20260427","dokumentasi-kinerja","penjualan-tren","Seri Desember 2024 sampai November 2025 menunjukkan puncak Maret 2025 lalu cenderung melemah sampai November 2025.","included-derived-analysis","Performance","Weakness/threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel jumlah penjualan bulanan","Ini interpretasi deskriptif dari tabel, bukan penyebab kausal.","Mendukung urgensi Bab I dan pembacaan IFAS/EFAS.","Perlu data terbaru untuk menyatakan tren saat penelitian utama.","moderate"
"PS-KIN-014","D-KIN-20260427","dokumentasi-kinerja","aov","Indeks AOV Juli 2025 ditetapkan sebagai basis 100.0.","included-derived-table","Performance, price","Context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks AOV","Basis indeks untuk membaca perubahan nilai transaksi.","Mendukung penjelasan metode indeks.","Tidak perlu triangulasi substantif selain sumber data.","context"
"PS-KIN-015","D-KIN-20260427","dokumentasi-kinerja","aov","Indeks AOV Agustus 2025 sebesar 102.0 atau naik 2.0 persen dari Juli 2025.","included-derived-table","Performance, price","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks AOV","Nilai transaksi rata-rata mulai meningkat.","Mendukung peluang upselling atau perubahan basket size.","Perlu data item order untuk mengetahui penyebab.","moderate"
"PS-KIN-016","D-KIN-20260427","dokumentasi-kinerja","aov","Indeks AOV September 2025 sebesar 107.9 atau naik 5.8 persen dari Agustus 2025.","included-derived-table","Performance, price","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks AOV","Pertumbuhan AOV berlanjut.","Mendukung strategi add-on dan paket menu.","Perlu triangulasi dengan data menu tambahan/minuman.","moderate"
"PS-KIN-017","D-KIN-20260427","dokumentasi-kinerja","aov","Indeks AOV Oktober 2025 sebesar 110.0 atau naik 1.9 persen dari September 2025.","included-derived-table","Performance, price","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks AOV","AOV tetap naik walau pertumbuhan melambat.","Mendukung potensi nilai transaksi meski penjualan bungkus melemah.","Perlu melihat jumlah order agar tidak salah interpretasi.","moderate"
"PS-KIN-018","D-KIN-20260427","dokumentasi-kinerja","aov","Indeks AOV November 2025 sebesar 114.5 atau naik 4.1 persen dari Oktober 2025.","included-derived-table","Performance, price","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks AOV","AOV tertinggi pada seri Juli-November 2025.","Mendukung peluang meningkatkan omzet lewat basket size, bukan hanya volume.","Perlu cek apakah kenaikan karena harga, add-on, atau menu premium.","moderate"
"PS-KIN-019","D-KIN-20260427","dokumentasi-kinerja","kunjungan","Indeks kunjungan harian September 2025 ditetapkan sebagai basis 100.0.","included-derived-table","Performance, place","Context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kunjungan harian","Basis indeks untuk trafik/kunjungan.","Mendukung penjelasan metode indeks kunjungan.","Tidak perlu triangulasi substantif selain sumber data.","context"
"PS-KIN-020","D-KIN-20260427","dokumentasi-kinerja","kunjungan","Indeks kunjungan harian Oktober 2025 sebesar 116.5 atau naik 16.5 persen dari September 2025.","included-derived-table","Performance, place","Opportunity","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kunjungan harian","Trafik meningkat cukup tajam pada Oktober.","Mendukung peluang konversi jika tampilan/menu/promo efektif.","Perlu data conversion rate untuk klaim efektivitas.","moderate"
"PS-KIN-021","D-KIN-20260427","dokumentasi-kinerja","kunjungan","Indeks kunjungan harian November 2025 sebesar 130.7 atau naik 12.2 persen dari Oktober 2025.","included-derived-table","Performance, place","Opportunity/weakness","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kunjungan harian","Kunjungan naik ketika penjualan bulanan masih melemah, sehingga isu konversi perlu diperiksa.","Mendukung analisis masalah konversi dari trafik ke pembelian.","Perlu data conversion dan alasan pelanggan tidak jadi beli.","moderate"
"PS-KIN-022","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Koto Gadang memiliki indeks 100.0, 105.1, 86.2, 94.2 pada Juli-Oktober 2025, perubahan akhir -5.8 persen.","included-derived-table","Competition","Threat/context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Kompetitor pembanding mengalami penurunan ringan.","Mendukung peta posisi kompetitif.","Perlu definisi metrik indeks kompetitor bila masuk analisis final.","moderate"
"PS-KIN-023","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Pondok Krakatau memiliki indeks 100.0, 110.1, 89.0, 107.5 pada Juli-Oktober 2025, perubahan akhir +7.5 persen.","included-derived-table","Competition","Threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Kompetitor dekat menunjukkan pertumbuhan akhir positif.","Mendukung ancaman kompetitor yang mampu pulih.","Triangulasi dengan wawancara/observasi Pondok Krakatau.","strong-if-triangulated"
"PS-KIN-024","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Uda Sayang memiliki indeks 100.0, 94.1, 89.0, 88.9 pada Juli-Oktober 2025, perubahan akhir -11.1 persen.","included-derived-table","Competition","Context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Menjadi pembanding kompetitor yang juga turun.","Mendukung perbandingan bahwa tidak semua kompetitor tumbuh.","Perlu triangulasi jika dipakai sebagai faktor ancaman utama.","context"
"PS-KIN-025","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Dendeng Batokok memiliki indeks 100.0, 104.1, 85.2, 95.1 pada Juli-Oktober 2025, perubahan akhir -4.9 persen.","included-derived-table","Competition","Threat/context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Kompetitor dekat tidak tumbuh pada akhir periode, tetapi tetap relevan karena jaraknya paling dekat.","Mendukung konteks kompetisi lokal.","Triangulasi dengan observasi GrabFood Dendeng Batokok.","moderate"
"PS-KIN-026","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Istana Krakatau memiliki indeks 100.0, 119.2, 108.4, 119.3 pada Juli-Oktober 2025, perubahan akhir +19.3 persen.","included-derived-table","Competition","Threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Pertumbuhan tertinggi dalam daftar pembanding.","Mendukung ancaman kompetitor dengan performa meningkat.","Triangulasi dengan wawancara/observasi Istana Krakatau.","strong-if-triangulated"
"PS-KIN-027","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Sederhana memiliki indeks 100.0, 97.5, 94.9, 98.6 pada Juli-Oktober 2025, perubahan akhir -1.4 persen.","included-derived-table","Competition","Context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Perubahan relatif kecil.","Mendukung peta kompetitor luas.","Perlu data lanjutan jika dijadikan faktor strategis utama.","context"
"PS-KIN-028","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Gumarang Jaya memiliki indeks 100.0, 116.1, 102.6, 114.1 pada Juli-Oktober 2025, perubahan akhir +14.1 persen.","included-derived-table","Competition","Threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Kompetitor tumbuh meski jarak lebih jauh.","Mendukung ancaman kompetitor berperforma baik di pasar yang sama.","Triangulasi dengan observasi kompetitor jika tersedia.","moderate"
"PS-KIN-029","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Nasi Gerilya memiliki indeks 100.0, 92.6, 87.8, 70.4 pada Juli-Oktober 2025, perubahan akhir -29.6 persen.","included-derived-table","Performance, competition","Weakness/threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Penurunan relatif paling besar pada daftar pembanding.","Mendukung urgensi strategi peningkatan penjualan GrabFood.","Perlu data terbaru dan definisi metrik indeks sebelum klaim final.","strong-if-updated"
"PS-KIN-030","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Garuda memiliki indeks 100.0, 95.5, 90.1, 93.9 pada Juli-Oktober 2025, perubahan akhir -6.1 persen.","included-derived-table","Competition","Threat/context","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Kompetitor brand kuat juga turun tetapi tetap relevan sebagai pembanding reputasi.","Mendukung analisis ancaman merek besar.","Triangulasi dengan observasi kompetitor Juni 2026.","moderate"
"PS-KIN-031","D-KIN-20260427","dokumentasi-kinerja","kompetitor-index","Pondok Gurih memiliki indeks 100.0, 102.9, 97.0, 101.5 pada Juli-Oktober 2025, perubahan akhir +1.5 persen.","included-derived-table","Competition","Threat","performance-data/D-KIN-20260427-competitor-internal-grab.xlsx","Tabel indeks kompetitor","Pertumbuhan kecil tetapi positif.","Mendukung konteks kompetitor yang relatif stabil.","Triangulasi dengan observasi kompetitor Juni 2026 dan business consultant.","moderate"
"PS-KIN-032","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Koto Gadang berjarak garis lurus sekitar 1.04 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Jarak dihitung dari koordinat Google Maps, bukan jarak tempuh kurir.","Mendukung analisis kompetisi lokal area layanan.","Perlu cek radius layanan GrabFood jika dibutuhkan.","context"
"PS-KIN-033","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Pondok Krakatau berjarak garis lurus sekitar 0.93 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Jarak dekat memperkuat relevansi pembanding.","Mendukung analisis ancaman kompetitor sekitar.","Triangulasi dengan wawancara/observasi Pondok Krakatau.","strong-if-triangulated"
"PS-KIN-034","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Uda Sayang berjarak garis lurus sekitar 1.68 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat/context","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Kompetitor dalam area kota yang masih relevan.","Mendukung peta kompetisi lokasi.","Perlu data observasi platform bila digunakan rinci.","context"
"PS-KIN-035","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Dendeng Batokok berjarak garis lurus sekitar 0.45 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Kompetitor terdekat pada daftar pembanding.","Mendukung ancaman kompetitor langsung di sekitar lokasi.","Triangulasi dengan observasi Dendeng Batokok.","strong-if-triangulated"
"PS-KIN-036","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Istana Krakatau berjarak garis lurus sekitar 1.62 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Kompetitor ini juga memiliki indeks pertumbuhan tertinggi pada data pembanding.","Mendukung prioritas perhatian pada Istana Krakatau.","Triangulasi dengan wawancara/observasi Istana Krakatau.","strong-if-triangulated"
"PS-KIN-037","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Sederhana berjarak garis lurus sekitar 1.99 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat/context","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Brand besar tetap relevan meskipun tidak paling dekat.","Mendukung konteks ancaman brand recognition.","Perlu data observasi/reputasi terbaru bila dijadikan faktor utama.","context"
"PS-KIN-038","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Gumarang Jaya berjarak garis lurus sekitar 4.02 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat/context","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Jarak lebih jauh, tetapi indeks kompetitornya tumbuh positif.","Mendukung konteks bahwa persaingan tidak hanya radius sangat dekat.","Perlu cek overlap area layanan platform.","context"
"PS-KIN-039","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Garuda berjarak garis lurus sekitar 2.20 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Brand pembanding kuat di kategori restoran Padang.","Mendukung analisis reputasi kompetitor besar.","Triangulasi dengan observasi Garuda Juni 2026.","moderate"
"PS-KIN-040","D-KIN-20260427","dokumentasi-kinerja","jarak-kompetitor","Pondok Gurih berjarak garis lurus sekitar 4.06 km dari Nasi Gerilya.","included-derived-table","Competition, place","Threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Tabel lokasi kompetitor pembanding","Disebut relevan juga oleh business consultant pada data lapangan.","Mendukung analisis kompetitor yang lebih jauh tetapi tetap dibandingkan pelanggan/platform.","Triangulasi dengan observasi Pondok Gurih Juni 2026.","moderate"
"PS-KIN-041","D-KIN-20260427","dokumentasi-kinerja","sintesis-kinerja","Kinerja prasurvey memperlihatkan paradoks awal: AOV dan kunjungan naik pada sebagian periode, tetapi penjualan bulanan dan indeks Nasi Gerilya terhadap kompetitor melemah.","included-derived-analysis","Performance, price, place","Weakness/opportunity/threat","appendices/03-dokumentasi-indeks-kinerja-nasi-gerilya-dan-kompetitor-grabfood.tex","Sintesis Tabel penjualan, AOV, kunjungan, indeks kompetitor","Sintesis ini tidak menyatakan sebab, hanya pola deskriptif.","Mendukung fokus Bab IV pada konversi, promo, harga, stok, dan pengalaman layanan.","Perlu data kinerja terbaru untuk memperkuat kesimpulan final.","moderate"
"PS-PROD-001","D-FOTO-20260518","foto-produk","foto-produk","Foto produk ayam goreng tersedia sebagai bukti visual menu.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-ayam-goreng.jpg","product-ayam-goreng.jpg","Foto produk membuktikan ketersediaan aset visual, bukan volume penjualan.","Mendukung audit tampilan produk dan physical evidence.","Cek kesesuaian dengan foto yang tampil di GrabFood bila diperlukan.","context"
"PS-PROD-002","D-FOTO-20260518","foto-produk","foto-produk","Foto produk ayam gulai tersedia sebagai bukti visual menu.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-ayam-gulai.jpg","product-ayam-gulai.jpg","Foto produk membuktikan ketersediaan aset visual, bukan volume penjualan.","Mendukung audit variasi menu ayam.","Cek kesesuaian dengan foto yang tampil di GrabFood bila diperlukan.","context"
"PS-PROD-003","D-FOTO-20260518","foto-produk","foto-produk","Foto produk ayam pop putih tersedia sebagai bukti visual menu unggulan.","included-visual-proof","Product, physical evidence, positioning","Strength","product-photos/product-ayam-pop-putih.jpg","product-ayam-pop-putih.jpg","Ayam pop putih juga disebut sebagai produk unggulan oleh pemilik.","Mendukung strategi hero menu dan penguatan tampilan produk.","Triangulasi dengan pelanggan/admin tentang ketertarikan ayam pop.","moderate"
"PS-PROD-004","D-FOTO-20260518","foto-produk","foto-produk","Foto banner kelompok produk tersedia sebagai bukti visual aset promosi/menu.","included-visual-proof","Physical evidence, promotion","Opportunity","product-photos/product-banner-kelompok.png","product-banner-kelompok.png","Aset ini dapat dipakai untuk melihat konsistensi visual produk.","Mendukung penguatan tampilan digital dan promosi.","Perlu cek apakah banner dipakai di kanal pelanggan.","context"
"PS-PROD-005","D-FOTO-20260518","foto-produk","foto-produk","Foto produk gembung bakar tersedia sebagai bukti visual menu ikan.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-gembung-bakar.jpg","product-gembung-bakar.jpg","Foto produk membuktikan ketersediaan aset visual, bukan volume penjualan.","Mendukung audit variasi menu ikan bakar.","Cek kesesuaian dengan foto yang tampil di GrabFood bila diperlukan.","context"
"PS-PROD-006","D-FOTO-20260518","foto-produk","foto-produk","Foto produk gembung goreng tersedia sebagai bukti visual menu ikan.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-gembung-goreng.jpg","product-gembung-goreng.jpg","Foto produk membuktikan ketersediaan aset visual, bukan volume penjualan.","Mendukung audit variasi menu ikan goreng.","Cek kesesuaian dengan foto yang tampil di GrabFood bila diperlukan.","context"
"PS-PROD-007","D-FOTO-20260518","foto-produk","foto-produk","Foto produk kakap gulai tersedia sebagai bukti visual menu ikan berkuah.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-kakap-gulai.jpg","product-kakap-gulai.jpg","Foto produk membuktikan ketersediaan aset visual, bukan volume penjualan.","Mendukung audit variasi menu ikan premium/berkuah.","Cek kesesuaian dengan foto yang tampil di GrabFood bila diperlukan.","context"
"PS-PROD-008","D-FOTO-20260518","foto-produk","foto-produk","Foto produk kari kambing tersedia sebagai bukti visual menu premium.","included-visual-proof","Product, physical evidence, price","Strength/weakness","product-photos/product-kari-kambing.jpg","product-kari-kambing.jpg","Kari kambing tercatat sebagai salah satu harga tertinggi pada paket nasi utama.","Mendukung analisis menu premium dan price ladder.","Triangulasi dengan data penjualan menu premium.","context"
"PS-PROD-009","D-FOTO-20260518","foto-produk","foto-produk","Foto produk kikil tunjang tersedia sebagai bukti visual menu unggulan/teratas.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-kikil-tunjang.jpg","product-kikil-tunjang.jpg","Kikil tunjang muncul dalam menu teratas observasi GrabFood.","Mendukung analisis daya tarik menu berharga tinggi.","Triangulasi dengan pelanggan/admin.","moderate"
"PS-PROD-010","D-FOTO-20260518","foto-produk","foto-produk","Foto produk lele goreng tersedia sebagai bukti visual menu ikan harga menengah-rendah.","included-visual-proof","Product, physical evidence, price","Opportunity","product-photos/product-lele-goreng.jpg","product-lele-goreng.jpg","Lele goreng menjadi opsi lebih terjangkau dibanding banyak menu ikan lain.","Mendukung strategi variasi harga dan paket hemat.","Triangulasi dengan permintaan pelanggan sensitif harga.","context"
"PS-PROD-011","D-FOTO-20260518","foto-produk","foto-produk","Foto produk marlin goreng tersedia sebagai bukti visual menu ikan.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-marlin-goreng.jpg","product-marlin-goreng.jpg","Marlin juga muncul pada data lapangan sebagai menu yang sering dipesan menurut admin.","Mendukung triangulasi menu populer.","Triangulasi dengan admin/checker dan data penjualan menu.","moderate"
"PS-PROD-012","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi ayam bakar tersedia sebagai bukti visual paket nasi populer.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-nasi-ayam-bakar.jpg","product-nasi-ayam-bakar.jpg","Ayam bakar termasuk menu teratas observasi awal.","Mendukung analisis tampilan menu populer di GrabFood.","Triangulasi dengan admin dan pelanggan.","moderate"
"PS-PROD-013","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi cumi tersedia sebagai bukti visual menu premium seafood.","included-visual-proof","Product, physical evidence, price","Strength/weakness","product-photos/product-nasi-cumi.jpg","product-nasi-cumi.jpg","Cumi Nagih memiliki harga tinggi pada observasi menu.","Mendukung analisis menu premium dan risiko persepsi harga.","Triangulasi dengan pelanggan dan data menu terjual.","context"
"PS-PROD-014","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi dendeng tersedia sebagai bukti visual menu unggulan.","included-visual-proof","Product, physical evidence, positioning","Strength","product-photos/product-nasi-dendeng.jpg","product-nasi-dendeng.jpg","Dendeng disebut sebagai produk unggulan oleh pemilik.","Mendukung strategi hero menu dan diferensiasi produk.","Triangulasi dengan pelanggan/admin.","strong-if-triangulated"
"PS-PROD-015","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi perkedel tersedia sebagai bukti visual opsi paket lebih terjangkau.","included-visual-proof","Product, physical evidence, price","Opportunity","product-photos/product-nasi-perkedel.jpg","product-nasi-perkedel.jpg","Paket perkedel mendukung variasi menu harga menengah.","Mendukung peluang paket hemat atau add-on.","Triangulasi dengan data menu terjual.","context"
"PS-PROD-016","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi rendang tersedia sebagai bukti visual menu teratas.","included-visual-proof","Product, physical evidence","Strength","product-photos/product-nasi-rendang.jpg","product-nasi-rendang.jpg","Rendang sapi termasuk menu teratas observasi awal.","Mendukung analisis menu klasik dan positioning rasa Padang.","Triangulasi dengan admin/pelanggan.","moderate"
"PS-PROD-017","D-FOTO-20260518","foto-produk","foto-produk","Foto produk nasi sayur tersedia sebagai bukti visual opsi entry price.","included-visual-proof","Product, physical evidence, price","Opportunity","product-photos/product-nasi-sayur.jpg","product-nasi-sayur.jpg","Nasi sayur tercatat sebagai salah satu paket nasi terendah.","Mendukung strategi paket hemat pelanggan sensitif harga.","Triangulasi dengan kebutuhan paket murah pelanggan.","moderate"
